# 1: Bin number
# 2: r
# 3: g(r)
0	0.0002	0
1	0.0006	0
2	0.001	0
3	0.0014	0
4	0.0018	0
5	0.0022	0
6	0.0026	0
7	0.003	0
8	0.0034	0
9	0.0038	0
10	0.0042	0
11	0.0046	0
12	0.005	0
13	0.0054	0
14	0.0058	0
15	0.0062	0
16	0.0066	0
17	0.007	0
18	0.0074	0
19	0.0078	0
20	0.0082	0
21	0.0086	0
22	0.009	0
23	0.0094	0
24	0.0098	0
25	0.0102	0
26	0.0106	0
27	0.011	0
28	0.0114	0
29	0.0118	0
30	0.0122	0
31	0.0126	0
32	0.013	0
33	0.0134	0
34	0.0138	0
35	0.0142	0
36	0.0146	0
37	0.015	0
38	0.0154	0
39	0.0158	0
40	0.0162	0
41	0.0166	0
42	0.017	0
43	0.0174	0
44	0.0178	0
45	0.0182	0
46	0.0186	0
47	0.019	0
48	0.0194	0
49	0.0198	0
50	0.0202	0
51	0.0206	0
52	0.021	0
53	0.0214	0
54	0.0218	0
55	0.0222	0
56	0.0226	0
57	0.023	0
58	0.0234	0
59	0.0238	0
60	0.0242	0
61	0.0246	0
62	0.025	0
63	0.0254	0
64	0.0258	0
65	0.0262	0
66	0.0266	0
67	0.027	0
68	0.0274	0
69	0.0278	0
70	0.0282	0
71	0.0286	0
72	0.029	0
73	0.0294	0
74	0.0298	0
75	0.0302	0
76	0.0306	0
77	0.031	0
78	0.0314	0
79	0.0318	0
80	0.0322	0
81	0.0326	0
82	0.033	0
83	0.0334	0
84	0.0338	0
85	0.0342	0
86	0.0346	0
87	0.035	0
88	0.0354	0
89	0.0358	0
90	0.0362	0
91	0.0366	0
92	0.037	0
93	0.0374	0
94	0.0378	0
95	0.0382	0
96	0.0386	0
97	0.039	0
98	0.0394	0
99	0.0398	0
100	0.0402	0
101	0.0406	0
102	0.041	0
103	0.0414	0
104	0.0418	0
105	0.0422	0
106	0.0426	0
107	0.043	0
108	0.0434	0
109	0.0438	0
110	0.0442	0
111	0.0446	0
112	0.045	0
113	0.0454	0
114	0.0458	0
115	0.0462	0
116	0.0466	0
117	0.047	0
118	0.0474	0
119	0.0478	0
120	0.0482	0
121	0.0486	0
122	0.049	0
123	0.0494	0
124	0.0498	0
125	0.0502	0
126	0.0506	0
127	0.051	0
128	0.0514	0
129	0.0518	0
130	0.0522	0
131	0.0526	0
132	0.053	0
133	0.0534	0
134	0.0538	0
135	0.0542	0
136	0.0546	0
137	0.055	0
138	0.0554	0
139	0.0558	0
140	0.0562	0
141	0.0566	0
142	0.057	0
143	0.0574	0
144	0.0578	0
145	0.0582	0
146	0.0586	0
147	0.059	0
148	0.0594	0
149	0.0598	0
150	0.0602	0
151	0.0606	0
152	0.061	0
153	0.0614	0
154	0.0618	0
155	0.0622	0
156	0.0626	0
157	0.063	0
158	0.0634	0
159	0.0638	0
160	0.0642	0
161	0.0646	0
162	0.065	0
163	0.0654	0
164	0.0658	0
165	0.0662	0
166	0.0666	0
167	0.067	0
168	0.0674	0
169	0.0678	0
170	0.0682	0
171	0.0686	0
172	0.069	0
173	0.0694	0
174	0.0698	0
175	0.0702	0
176	0.0706	0
177	0.071	0
178	0.0714	0
179	0.0718	0
180	0.0722	0
181	0.0726	0
182	0.073	0
183	0.0734	0
184	0.0738	0
185	0.0742	0
186	0.0746	0
187	0.075	0
188	0.0754	0
189	0.0758	0
190	0.0762	0
191	0.0766	0
192	0.077	0
193	0.0774	0
194	0.0778	0
195	0.0782	0
196	0.0786	0
197	0.079	0
198	0.0794	0
199	0.0798	0
200	0.0802	0
201	0.0806	0
202	0.081	0
203	0.0814	0
204	0.0818	0
205	0.0822	0
206	0.0826	0
207	0.083	0
208	0.0834	0
209	0.0838	0
210	0.0842	0
211	0.0846	0
212	0.085	0
213	0.0854	0
214	0.0858	0
215	0.0862	0
216	0.0866	0
217	0.087	0
218	0.0874	0
219	0.0878	0
220	0.0882	0
221	0.0886	0
222	0.089	0
223	0.0894	0
224	0.0898	0
225	0.0902	0
226	0.0906	0
227	0.091	0
228	0.0914	0
229	0.0918	0
230	0.0922	0
231	0.0926	0
232	0.093	0
233	0.0934	0
234	0.0938	0
235	0.0942	0
236	0.0946	0
237	0.095	0
238	0.0954	0
239	0.0958	0
240	0.0962	0
241	0.0966	0
242	0.097	0
243	0.0974	0
244	0.0978	0
245	0.0982	0
246	0.0986	0
247	0.099	0
248	0.0994	0
249	0.0998	0
250	0.1002	0
251	0.1006	0
252	0.101	0
253	0.1014	0
254	0.1018	0
255	0.1022	0
256	0.1026	0
257	0.103	0
258	0.1034	0
259	0.1038	0
260	0.1042	0
261	0.1046	0
262	0.105	0
263	0.1054	0
264	0.1058	0
265	0.1062	0
266	0.1066	0
267	0.107	0
268	0.1074	0
269	0.1078	0
270	0.1082	0
271	0.1086	0
272	0.109	0
273	0.1094	0
274	0.1098	0
275	0.1102	0
276	0.1106	0
277	0.111	0
278	0.1114	0
279	0.1118	0
280	0.1122	0
281	0.1126	0
282	0.113	0
283	0.1134	0
284	0.1138	0
285	0.1142	0
286	0.1146	0
287	0.115	0
288	0.1154	0
289	0.1158	0
290	0.1162	0
291	0.1166	0
292	0.117	0
293	0.1174	0
294	0.1178	0
295	0.1182	0
296	0.1186	0
297	0.119	0
298	0.1194	0
299	0.1198	0
300	0.1202	0
301	0.1206	0
302	0.121	0
303	0.1214	0
304	0.1218	0
305	0.1222	0
306	0.1226	0
307	0.123	0
308	0.1234	0
309	0.1238	0
310	0.1242	0
311	0.1246	0
312	0.125	0
313	0.1254	0
314	0.1258	0
315	0.1262	0
316	0.1266	0
317	0.127	0
318	0.1274	0
319	0.1278	0
320	0.1282	0
321	0.1286	0
322	0.129	0
323	0.1294	0
324	0.1298	0
325	0.1302	0
326	0.1306	0
327	0.131	0
328	0.1314	0
329	0.1318	0
330	0.1322	0
331	0.1326	0
332	0.133	0
333	0.1334	0
334	0.1338	0
335	0.1342	0
336	0.1346	0
337	0.135	0
338	0.1354	0
339	0.1358	0
340	0.1362	0
341	0.1366	0
342	0.137	0
343	0.1374	0
344	0.1378	0
345	0.1382	0
346	0.1386	0
347	0.139	0
348	0.1394	0
349	0.1398	0
350	0.1402	0
351	0.1406	0
352	0.141	0
353	0.1414	0
354	0.1418	0
355	0.1422	0
356	0.1426	0
357	0.143	0
358	0.1434	0
359	0.1438	0
360	0.1442	0
361	0.1446	0
362	0.145	0
363	0.1454	0
364	0.1458	0
365	0.1462	0
366	0.1466	0
367	0.147	0
368	0.1474	0
369	0.1478	0
370	0.1482	0
371	0.1486	0
372	0.149	0
373	0.1494	0
374	0.1498	0
375	0.1502	0
376	0.1506	0
377	0.151	0
378	0.1514	0
379	0.1518	0
380	0.1522	0
381	0.1526	0
382	0.153	0
383	0.1534	0
384	0.1538	0
385	0.1542	0
386	0.1546	0
387	0.155	0
388	0.1554	0
389	0.1558	0
390	0.1562	0
391	0.1566	0
392	0.157	0
393	0.1574	0
394	0.1578	0
395	0.1582	0
396	0.1586	0
397	0.159	0
398	0.1594	0
399	0.1598	0
400	0.1602	0
401	0.1606	0
402	0.161	0
403	0.1614	0
404	0.1618	0
405	0.1622	0
406	0.1626	0
407	0.163	0
408	0.1634	0
409	0.1638	0
410	0.1642	0
411	0.1646	0
412	0.165	0
413	0.1654	0
414	0.1658	0
415	0.1662	0
416	0.1666	0
417	0.167	0
418	0.1674	0
419	0.1678	0
