# Time-averaged data for fix scalarOut
# TimeStep v_Dtwopoint v_DmolTwopoint v_DxMolTwopoint v_DyMolTwopoint v_DzMolTwopoint v_Dfitslope v_DmolFitslope v_DxMolFitslope v_DyMolFitslope v_DzMolFitslope v_Dvacf v_Dxvacf v_Dyvacf v_Dzvacf
1260 9.71998e-05 1.28386e-05 1.21091e-06 1.44727e-05 2.28322e-05 0.000182754 2.20153e-05 9.61916e-06 4.16678e-05 1.47589e-05 -0.000600866 -0.00136623 0.000397836 -0.0008342
1270 0.000104785 1.37459e-05 2.14776e-06 1.98335e-05 1.92566e-05 0.000181467 2.18782e-05 9.49473e-06 4.12874e-05 1.48526e-05 -0.000537096 -0.00121546 0.000233584 -0.000629413
1280 0.000110326 1.48647e-05 3.75347e-06 2.44348e-05 1.6406e-05 0.000180343 2.17617e-05 9.39315e-06 4.09956e-05 1.48962e-05 -0.000508105 -0.00122153 0.000249809 -0.000552592
1290 0.000116962 1.55436e-05 6.00779e-06 2.66981e-05 1.39248e-05 0.000179301 2.16615e-05 9.32478e-06 4.07619e-05 1.4898e-05 -0.000439595 -0.0014206 0.000336906 -0.000235093
1300 0.00012742 1.5959e-05 8.488e-06 2.7789e-05 1.16002e-05 0.000178466 2.15713e-05 9.29431e-06 4.05565e-05 1.48632e-05 -0.000445208 -0.00159049 0.000404984 -0.000150121
1310 0.000130403 1.63594e-05 1.14053e-05 2.80887e-05 9.58409e-06 0.000177707 2.14894e-05 9.30606e-06 4.0366e-05 1.4796e-05 -0.000479602 -0.00175181 0.000435847 -0.000122847
1320 0.000135878 1.66347e-05 1.42783e-05 2.75056e-05 8.12023e-06 0.000177032 2.14145e-05 9.3615e-06 4.0177e-05 1.47048e-05 -0.00061396 -0.00191545 0.000525314 -0.00045174
1330 0.000134743 1.66373e-05 1.73051e-05 2.56984e-05 6.90845e-06 0.000176412 2.13432e-05 9.45985e-06 3.9974e-05 1.45958e-05 -0.000629911 -0.00176285 0.000528252 -0.000655134
1340 0.000145197 1.62611e-05 1.93377e-05 2.30119e-05 6.43367e-06 0.000175855 2.12707e-05 9.59505e-06 3.97402e-05 1.44767e-05 -0.000713601 -0.00202909 0.000552171 -0.000663883
1350 0.000151203 1.57425e-05 2.01735e-05 2.06078e-05 6.44612e-06 0.000175457 2.1192e-05 9.74543e-06 3.94728e-05 1.43579e-05 -0.000730794 -0.00211747 0.000550227 -0.000625141
1360 0.000162629 1.56291e-05 2.09239e-05 1.90803e-05 6.88298e-06 0.00017517 2.1111e-05 9.9045e-06 3.91835e-05 1.42451e-05 -0.000767995 -0.00224623 0.0005134 -0.000571153
1370 0.000173762 1.56277e-05 2.09035e-05 1.81716e-05 7.80806e-06 0.000175095 2.10311e-05 1.00652e-05 3.88832e-05 1.41449e-05 -0.000665071 -0.00210549 0.000754146 -0.000643869
1380 0.000187151 1.60468e-05 2.05784e-05 1.8078e-05 9.48402e-06 0.000175193 2.09556e-05 1.02186e-05 3.85827e-05 1.40655e-05 -0.000736182 -0.00239979 0.000592966 -0.000401725
1390 0.000204309 1.67807e-05 2.04206e-05 1.83695e-05 1.15522e-05 0.000175484 2.08912e-05 1.03657e-05 3.82912e-05 1.40167e-05 -0.000675072 -0.00243615 0.000606059 -0.000195122
1400 0.000213276 1.67608e-05 1.94936e-05 1.84087e-05 1.23799e-05 0.00017596 2.08338e-05 1.05026e-05 3.8009e-05 1.39899e-05 -0.000610944 -0.00231321 0.000410849 6.95246e-05
1410 0.000224733 1.59074e-05 1.81812e-05 1.70435e-05 1.24974e-05 0.000176568 2.07701e-05 1.06189e-05 3.77236e-05 1.3968e-05 -0.000490578 -0.00204927 0.000307518 0.000270015
1420 0.000230115 1.48757e-05 1.72817e-05 1.45614e-05 1.2784e-05 0.000177297 2.0694e-05 1.07175e-05 3.74148e-05 1.39496e-05 -0.000436016 -0.00207911 0.000395609 0.000375453
1430 0.000229449 1.32984e-05 1.59886e-05 1.21577e-05 1.1749e-05 0.000178048 2.06019e-05 1.07997e-05 3.70778e-05 1.39281e-05 -0.000285066 -0.00186593 0.000252338 0.000758389
1440 0.00022378 1.13318e-05 1.45823e-05 9.90397e-06 9.509e-06 0.000178725 2.04857e-05 1.08601e-05 3.6716e-05 1.38808e-05 -0.000161417 -0.0017702 0.000299235 0.000986715
1450 0.000211421 9.59067e-06 1.34926e-05 7.71847e-06 7.56096e-06 0.000179237 2.03464e-05 1.09026e-05 3.63311e-05 1.38056e-05 -0.000240743 -0.00158279 8.73905e-05 0.000773168
1460 0.000197359 8.19341e-06 1.29514e-05 5.63752e-06 5.99129e-06 0.000179577 2.01888e-05 1.09329e-05 3.59252e-05 1.37083e-05 -0.000301783 -0.00167683 0.000107879 0.000663607
1470 0.000183067 7.15984e-06 1.29223e-05 3.75664e-06 4.80064e-06 0.00017971 2.00181e-05 1.09598e-05 3.55004e-05 1.35942e-05 -0.000398193 -0.00191043 0.000232907 0.000482943
1480 0.00017449 6.51481e-06 1.27665e-05 2.32207e-06 4.45588e-06 0.000179672 1.98398e-05 1.0985e-05 3.50622e-05 1.34723e-05 -0.000565558 -0.0021352 0.000315812 0.00012271
1490 0.000169424 6.30471e-06 1.27401e-05 1.28646e-06 4.88752e-06 0.000179575 1.96598e-05 1.10084e-05 3.46165e-05 1.33543e-05 -0.00071999 -0.00243007 0.000412713 -0.000142616
1500 0.000162802 6.33101e-06 1.25297e-05 7.87319e-07 5.67599e-06 0.00017939 1.94825e-05 1.10303e-05 3.41699e-05 1.32474e-05 -0.000779658 -0.00245703 0.000460258 -0.000342203
1510 0.000161689 6.35725e-06 1.18379e-05 6.10369e-07 6.62346e-06 0.000179176 1.93092e-05 1.10452e-05 3.37281e-05 1.31543e-05 -0.000720779 -0.00200044 0.000605104 -0.000767006
1520 0.000157874 6.4947e-06 1.12659e-05 4.8502e-07 7.7332e-06 0.000178906 1.91404e-05 1.10512e-05 3.32934e-05 1.30766e-05 -0.000724119 -0.00198342 0.000510638 -0.000699572
1530 0.000161875 6.61168e-06 1.06396e-05 3.29466e-07 8.86594e-06 0.000178666 1.89767e-05 1.10498e-05 3.28652e-05 1.30152e-05 -0.000747824 -0.0021981 0.000568109 -0.000613482
1540 0.000160502 6.56656e-06 9.73138e-06 1.98407e-07 9.76989e-06 0.000178429 1.88166e-05 1.10381e-05 3.24434e-05 1.29684e-05 -0.000653158 -0.00208346 0.00065366 -0.000529679
1550 0.000159321 6.32269e-06 8.50524e-06 1.56781e-07 1.0306e-05 0.000178188 1.86578e-05 1.1013e-05 3.20287e-05 1.29316e-05 -0.000655459 -0.00218658 0.000400513 -0.000180306
1560 0.000159975 5.62867e-06 6.85316e-06 1.8135e-07 9.8515e-06 0.000177968 1.84959e-05 1.09698e-05 3.16219e-05 1.2896e-05 -0.00072138 -0.00222335 0.000394954 -0.00033574
1570 0.000156945 4.8236e-06 5.02567e-06 1.93686e-07 9.25146e-06 0.00017771 1.83267e-05 1.09046e-05 3.12232e-05 1.28523e-05 -0.000606197 -0.00202178 0.000474161 -0.000270973
1580 0.00015846 4.38747e-06 3.41914e-06 1.18663e-07 9.6246e-06 0.000177469 1.81531e-05 1.08191e-05 3.08316e-05 1.28085e-05 -0.000388645 -0.00163047 0.000583462 -0.000118927
1590 0.000157204 4.25846e-06 2.11455e-06 4.93383e-08 1.06115e-05 0.000177204 1.79794e-05 1.07169e-05 3.04463e-05 1.27751e-05 -0.000485836 -0.00168199 0.000454879 -0.000230393
1600 0.000157397 4.22173e-06 1.24626e-06 1.16529e-08 1.14073e-05 0.000176968 1.78084e-05 1.06035e-05 3.00675e-05 1.27541e-05 -0.000400693 -0.00163314 0.000525988 -9.49284e-05
1610 0.000155832 4.10121e-06 6.80316e-07 1.69499e-09 1.16216e-05 0.00017672 1.76396e-05 1.04836e-05 2.96956e-05 1.27398e-05 -0.000309479 -0.00166185 0.000630394 0.000103024
1620 0.000157075 3.70037e-06 3.48904e-07 1.6729e-10 1.0752e-05 0.000176463 1.74707e-05 1.03606e-05 2.93304e-05 1.27212e-05 -0.000451403 -0.00196359 0.000441332 0.00016805
1630 0.000152647 3.12465e-06 1.03388e-07 1.70756e-08 9.25348e-06 0.000176198 1.72986e-05 1.02365e-05 2.8972e-05 1.26872e-05 -0.000457084 -0.00196617 0.000568679 2.62407e-05
1640 0.000148132 2.66884e-06 1.84646e-10 7.99679e-08 7.92636e-06 0.000175875 1.71231e-05 1.01126e-05 2.86207e-05 1.26362e-05 -0.000305174 -0.00175356 0.000576491 0.00026155
1650 0.000146084 2.46575e-06 9.84073e-08 2.47318e-07 7.05154e-06 0.000175537 1.6947e-05 9.99089e-06 2.8277e-05 1.2573e-05 -0.000392341 -0.00184092 0.000549593 0.000114303
1660 0.000143527 2.57048e-06 3.796e-07 6.86222e-07 6.6456e-06 0.000175165 1.67735e-05 9.87387e-06 2.79431e-05 1.25035e-05 -0.000332522 -0.00170298 0.000463497 0.000241916
1670 0.000145464 2.97527e-06 8.29972e-07 1.41268e-06 6.68316e-06 0.000174795 1.66065e-05 9.76338e-06 2.76225e-05 1.24336e-05 -0.000339297 -0.00176418 0.000681391 6.48957e-05
1680 0.000142256 3.50079e-06 1.37541e-06 2.31097e-06 6.81599e-06 0.000174419 1.64482e-05 9.66097e-06 2.73174e-05 1.23662e-05 -0.000299867 -0.00186587 0.000634879 0.000331392
1690 0.000142894 4.1587e-06 1.91235e-06 3.36706e-06 7.19669e-06 0.000174043 1.62996e-05 9.56678e-06 2.70292e-05 1.23028e-05 -0.000261503 -0.00174697 0.000691678 0.000270782
1700 0.000138347 5.08832e-06 2.31582e-06 4.8216e-06 8.12753e-06 0.000173646 1.6163e-05 9.47988e-06 2.67607e-05 1.22485e-05 -0.000235034 -0.00172918 0.000743371 0.000280706
1710 0.00014024 6.04214e-06 2.4538e-06 6.59915e-06 9.07349e-06 0.00017325 1.60402e-05 9.39752e-06 2.65164e-05 1.22068e-05 -8.04515e-05 -0.001537 0.00073193 0.000563712
1720 0.00014041 6.75233e-06 2.33609e-06 8.15961e-06 9.76127e-06 0.00017287 1.59292e-05 9.31661e-06 2.62959e-05 1.21751e-05 -6.48883e-05 -0.00149516 0.000698889 0.000601609
1730 0.000142096 7.08826e-06 1.81916e-06 9.34572e-06 1.00999e-05 0.000172507 1.5826e-05 9.23331e-06 2.6095e-05 1.21499e-05 -0.00011874 -0.00150967 0.000636777 0.000516672
1740 0.000146394 6.92335e-06 1.07572e-06 9.93103e-06 9.76331e-06 0.000172179 1.57254e-05 9.14378e-06 2.59075e-05 1.2125e-05 -5.23469e-05 -0.00139109 0.00065068 0.000583373
1750 0.000146199 6.27705e-06 3.92507e-07 9.80913e-06 8.6295e-06 0.000171879 1.56213e-05 9.04741e-06 2.57252e-05 1.20914e-05 -4.14197e-05 -0.00140662 0.000814334 0.000468029
1760 0.000151913 5.63824e-06 1.88459e-08 9.42523e-06 7.47065e-06 0.000171635 1.55115e-05 8.94669e-06 2.55428e-05 1.20449e-05 -0.000106173 -0.00151464 0.000771465 0.000424655
1770 0.000150555 4.83591e-06 1.42607e-07 8.39231e-06 5.97283e-06 0.000171396 1.53956e-05 8.84645e-06 2.53558e-05 1.19847e-05 5.57223e-05 -0.0016366 0.00102279 0.000780969
1780 0.000150515 3.81871e-06 7.30264e-07 6.68728e-06 4.03859e-06 0.000171166 1.52712e-05 8.75224e-06 2.51557e-05 1.19056e-05 3.90777e-05 -0.00155146 0.000905852 0.000762841
1790 0.000146797 2.92806e-06 1.78389e-06 4.78595e-06 2.21434e-06 0.000170914 1.51379e-05 8.6689e-06 2.49384e-05 1.18066e-05 -2.73098e-05 -0.00168102 0.000739865 0.00085923
1800 0.000143388 2.32697e-06 3.14516e-06 2.99476e-06 8.40995e-07 0.000170625 1.49989e-05 8.60087e-06 2.47042e-05 1.16915e-05 -0.000105074 -0.00188948 0.000817884 0.000756378
1810 0.000140135 2.05615e-06 4.65816e-06 1.40827e-06 1.0201e-07 0.000170312 1.48573e-05 8.54973e-06 2.44553e-05 1.15669e-05 -3.94222e-05 -0.00170822 0.000847028 0.000742921
1820 0.000135816 2.25133e-06 6.45207e-06 2.7566e-07 2.62697e-08 0.000169947 1.47178e-05 8.51761e-06 2.41953e-05 1.14405e-05 -0.000103934 -0.00174268 0.000881294 0.00054959
1830 0.000129912 2.90932e-06 8.43764e-06 1.24346e-09 2.89083e-07 0.000169548 1.45857e-05 8.50721e-06 2.39325e-05 1.13175e-05 -0.000277516 -0.00175298 0.000664752 0.000255681
1840 0.000123197 3.54712e-06 9.77337e-06 1.38165e-07 7.29822e-07 0.000169082 1.44632e-05 8.51513e-06 2.3674e-05 1.12006e-05 -0.00018138 -0.00162155 0.000629193 0.000448218
1850 0.000116534 4.04628e-06 1.05629e-05 2.94816e-07 1.28112e-06 0.000168549 1.43487e-05 8.5336e-06 2.34214e-05 1.1091e-05 -0.000225665 -0.00162297 0.000360456 0.000585518
1860 0.000108896 4.38484e-06 1.10118e-05 3.60671e-07 1.78201e-06 0.000167945 1.42404e-05 8.55829e-06 2.3174e-05 1.0989e-05 -0.000185856 -0.00143469 0.000291404 0.000585716
1870 0.000104651 4.53407e-06 1.1135e-05 3.53003e-07 2.11425e-06 0.000167286 1.41364e-05 8.58531e-06 2.29308e-05 1.08929e-05 -8.69677e-05 -0.00121881 0.000193297 0.000764606
1880 9.59941e-05 4.62528e-06 1.13262e-05 2.49278e-07 2.30032e-06 0.000166571 1.40351e-05 8.61313e-06 2.2691e-05 1.08011e-05 -1.92727e-05 -0.00120805 0.000287598 0.000862629
1890 9.10711e-05 4.77887e-06 1.18574e-05 1.45391e-07 2.33384e-06 0.000165803 1.39366e-05 8.64436e-06 2.24535e-05 1.07118e-05 -0.000131083 -0.00116124 0.000170274 0.000597717
1900 8.61796e-05 5.12656e-06 1.293e-05 2.31579e-07 2.2181e-06 0.000164985 1.38423e-05 8.68388e-06 2.22198e-05 1.06233e-05 -0.000220956 -0.00132741 1.83186e-05 0.000646222
1910 8.40202e-05 5.47206e-06 1.40016e-05 4.10485e-07 2.00407e-06 0.00016415 1.37535e-05 8.73457e-06 2.19914e-05 1.05345e-05 -0.000259452 -0.00113582 -9.99094e-05 0.000457374
1920 8.13386e-05 5.68694e-06 1.48376e-05 5.25625e-07 1.69763e-06 0.000163292 1.36688e-05 8.79406e-06 2.17681e-05 1.04442e-05 -0.00038756 -0.00119719 -0.000178429 0.000212939
1930 8.21243e-05 5.81712e-06 1.56926e-05 4.89681e-07 1.26904e-06 0.000162461 1.3587e-05 8.86103e-06 2.15486e-05 1.03515e-05 -0.000414141 -0.00129112 -0.000298025 0.000346728
1940 8.79495e-05 5.99391e-06 1.66963e-05 4.14352e-07 8.71074e-07 0.000161664 1.35082e-05 8.93695e-06 2.13318e-05 1.02558e-05 -0.000311176 -0.00126363 -0.000136338 0.000466442
1950 9.21327e-05 6.11708e-06 1.74387e-05 2.94485e-07 6.17999e-07 0.00016093 1.34321e-05 9.0206e-06 2.11172e-05 1.01584e-05 -0.000337332 -0.00151432 -0.000117965 0.000620288
1960 9.61801e-05 6.26865e-06 1.81955e-05 2.11135e-07 3.99349e-07 0.000160255 1.33584e-05 9.11018e-06 2.09049e-05 1.00602e-05 -0.00039194 -0.00167387 -0.000165804 0.000663852
1970 9.97277e-05 6.51544e-06 1.92564e-05 1.53394e-07 1.3649e-07 0.000159618 1.3288e-05 9.2078e-06 2.06952e-05 9.96093e-06 -0.000448557 -0.00165544 -0.000202669 0.00051244
1980 9.859e-05 6.80839e-06 2.02628e-05 1.61076e-07 1.29236e-09 0.000159014 1.32214e-05 9.3147e-06 2.04883e-05 9.8611e-06 -0.000439443 -0.00136888 -0.000194623 0.000245172
1990 0.000103204 7.02885e-06 2.06662e-05 3.14846e-07 1.05519e-07 0.00015844 1.31584e-05 9.42728e-06 2.02853e-05 9.76269e-06 -0.000466735 -0.00146495 -0.00025569 0.000320439
2000 0.000106172 7.0469e-06 2.01066e-05 6.84906e-07 3.49155e-07 0.000157903 1.30976e-05 9.53687e-06 2.00881e-05 9.66778e-06 -0.000526909 -0.00149958 -0.000195897 0.000114747
2010 0.000111994 6.92288e-06 1.91322e-05 1.12646e-06 5.0995e-07 0.000157422 1.30369e-05 9.63627e-06 1.98981e-05 9.57633e-06 -0.000412715 -0.00128863 -0.000121023 0.000171503
2020 0.0001151 6.73729e-06 1.8219e-05 1.36735e-06 6.25483e-07 0.000156986 1.29755e-05 9.72483e-06 1.97143e-05 9.48744e-06 -0.000430591 -0.00159709 -0.000157295 0.000462611
2030 0.000120923 6.62153e-06 1.75186e-05 1.51957e-06 8.26369e-07 0.000156603 1.29135e-05 9.80431e-06 1.95349e-05 9.40139e-06 -0.000545928 -0.00187911 -0.000149791 0.000391119
2040 0.000125233 6.5085e-06 1.67199e-05 1.61956e-06 1.18602e-06 0.000156278 1.28515e-05 9.87555e-06 1.93594e-05 9.31943e-06 -0.000414066 -0.00162103 -2.98327e-05 0.00040867
2050 0.00013093 6.37514e-06 1.58611e-05 1.66028e-06 1.60403e-06 0.000156005 1.2789e-05 9.93742e-06 1.91871e-05 9.24252e-06 -0.000437391 -0.00156029 -0.000145393 0.000393513
2060 0.000137806 6.19718e-06 1.48654e-05 1.753e-06 1.97316e-06 0.000155796 1.27261e-05 9.98964e-06 1.90179e-05 9.17068e-06 -0.000510689 -0.00184594 -8.75531e-05 0.00040142
2070 0.000145553 5.96202e-06 1.387e-05 1.87564e-06 2.14044e-06 0.000155665 1.26619e-05 1.0031e-05 1.88522e-05 9.10238e-06 -0.000459881 -0.00180459 -8.39503e-05 0.000508899
2080 0.000153591 5.98423e-06 1.36978e-05 1.8704e-06 2.38453e-06 0.000155618 1.25974e-05 1.00658e-05 1.86896e-05 9.03669e-06 -0.00032909 -0.00178768 0.000127436 0.000672972
2090 0.000164002 6.48099e-06 1.49685e-05 1.67915e-06 2.79527e-06 0.000155652 1.25366e-05 1.0106e-05 1.85283e-05 8.97542e-06 -0.000312065 -0.00174795 -4.53194e-05 0.000857074
2100 0.000167088 7.20364e-06 1.72112e-05 1.28259e-06 3.11717e-06 0.000155738 1.24827e-05 1.01633e-05 1.83663e-05 8.91849e-06 -0.000228942 -0.00189936 1.9904e-05 0.00119263
2110 0.000168779 8.03973e-06 1.9734e-05 8.2526e-07 3.55993e-06 0.00015586 1.24371e-05 1.02432e-05 1.82025e-05 8.86562e-06 -0.000266104 -0.00194315 -0.000127161 0.001272
2120 0.000170592 8.83181e-06 2.15816e-05 4.21499e-07 4.4923e-06 0.000155983 1.23999e-05 1.03425e-05 1.80368e-05 8.82032e-06 -0.000139064 -0.00170711 -1.29277e-05 0.00130285
2130 0.000169936 9.38729e-06 2.26883e-05 1.56334e-07 5.31723e-06 0.000156125 1.23696e-05 1.04541e-05 1.78704e-05 8.78436e-06 -0.000280188 -0.00212955 -6.89757e-05 0.00135796
2140 0.000168742 9.42171e-06 2.255e-05 2.8821e-08 5.68635e-06 0.000156253 1.23425e-05 1.05685e-05 1.77046e-05 8.75429e-06 -0.000231814 -0.00204397 2.15484e-05 0.00132698
2150 0.000162407 8.8934e-06 2.09652e-05 1.01343e-11 5.71497e-06 0.000156335 1.2313e-05 1.06725e-05 1.75405e-05 8.72609e-06 -0.000359837 -0.00214966 -2.65243e-05 0.00109668
2160 0.000158431 8.18671e-06 1.87326e-05 1.92431e-08 5.80824e-06 0.000156379 1.22777e-05 1.07559e-05 1.73786e-05 8.69853e-06 -0.000445595 -0.00235852 0.000146117 0.000875622
2170 0.000149981 7.85674e-06 1.72245e-05 5.03672e-08 6.29535e-06 0.000156346 1.22381e-05 1.0821e-05 1.72192e-05 8.67407e-06 -0.000544385 -0.00238787 0.000237041 0.000517676
2180 0.000142037 7.74217e-06 1.60293e-05 2.58986e-08 7.17131e-06 0.00015624 1.21973e-05 1.08734e-05 1.70621e-05 8.65654e-06 -0.000535099 -0.00220585 0.000301381 0.000299173
2190 0.00014183 7.62023e-06 1.47776e-05 1.51807e-11 8.08303e-06 0.000156114 1.21562e-05 1.09142e-05 1.69068e-05 8.6476e-06 -0.000595725 -0.00231786 0.000240167 0.00029052
2200 0.000140194 7.41398e-06 1.35566e-05 4.4167e-08 8.6412e-06 0.000155966 1.21141e-05 1.09429e-05 1.67536e-05 8.64578e-06 -0.000605581 -0.00253395 0.000272756 0.000444448
2210 0.000135854 7.06458e-06 1.25194e-05 1.99456e-07 8.47487e-06 0.00015581 1.207e-05 1.09612e-05 1.66035e-05 8.64539e-06 -0.000533643 -0.0024126 0.000365193 0.000446475
2220 0.000130323 6.67403e-06 1.17923e-05 4.79693e-07 7.7501e-06 0.000155608 1.20231e-05 1.09713e-05 1.64574e-05 8.64059e-06 -0.000481804 -0.00236242 0.000529324 0.000387685
2230 0.000130049 6.32947e-06 1.11908e-05 9.34766e-07 6.86289e-06 0.000155386 1.19735e-05 1.09756e-05 1.63166e-05 8.62824e-06 -0.000578581 -0.00249644 0.000489627 0.000271066
2240 0.000123587 6.1636e-06 1.07876e-05 1.71249e-06 5.99067e-06 0.000155124 1.19223e-05 1.09754e-05 1.61831e-05 8.60825e-06 -0.000576859 -0.00232052 0.000573326 1.66139e-05
2250 0.000124518 6.11203e-06 1.03078e-05 3.10701e-06 4.92123e-06 0.000154844 1.18709e-05 1.09715e-05 1.60611e-05 8.58e-06 -0.000623767 -0.00220971 0.000467527 -0.000129123
2260 0.000126134 6.18211e-06 9.6727e-06 5.11248e-06 3.76115e-06 0.000154581 1.18203e-05 1.09626e-05 1.59562e-05 8.54212e-06 -0.000595561 -0.00236933 0.000529571 5.30764e-05
2270 0.000129052 6.27202e-06 9.0105e-06 7.36729e-06 2.43827e-06 0.000154341 1.17712e-05 1.09482e-05 1.58717e-05 8.49383e-06 -0.000591309 -0.00227429 0.000660791 -0.000160433
2280 0.000130521 6.33771e-06 8.24504e-06 9.62602e-06 1.14208e-06 0.000154137 1.17234e-05 1.09276e-05 1.58082e-05 8.43437e-06 -0.00052537 -0.00209808 0.000587222 -6.52547e-05
2290 0.00013487 6.64407e-06 7.49417e-06 1.20616e-05 3.76487e-07 0.000153962 1.16777e-05 1.09004e-05 1.57658e-05 8.36676e-06 -0.000561058 -0.00249244 0.000712501 9.67649e-05
2300 0.000138414 7.04088e-06 6.88597e-06 1.41424e-05 9.42917e-08 0.000153808 1.1636e-05 1.0868e-05 1.57441e-05 8.2959e-06 -0.000662456 -0.00249084 0.000637673 -0.000134201
2310 0.000136486 7.19671e-06 6.35573e-06 1.52262e-05 8.23276e-09 0.000153657 1.15972e-05 1.08309e-05 1.57362e-05 8.22461e-06 -0.000632378 -0.00237021 0.000561961 -8.88814e-05
2320 0.000140818 7.16161e-06 6.05671e-06 1.5409e-05 1.91276e-08 0.000153535 1.15593e-05 1.07909e-05 1.57331e-05 8.15395e-06 -0.000620649 -0.00246801 0.00038676 0.000219303
2330 0.00014243 6.99231e-06 5.92388e-06 1.4946e-05 1.07027e-07 0.000153429 1.15209e-05 1.07496e-05 1.57285e-05 8.0847e-06 -0.000580185 -0.00240364 0.000440722 0.000222365
2340 0.000142383 6.78875e-06 5.96721e-06 1.4182e-05 2.1709e-07 0.000153336 1.14814e-05 1.07086e-05 1.57183e-05 8.01721e-06 -0.000458259 -0.00220161 0.000482486 0.000344343
2350 0.000143478 6.64487e-06 5.98433e-06 1.36386e-05 3.1166e-07 0.000153252 1.14407e-05 1.06685e-05 1.57023e-05 7.95147e-06 -0.000565857 -0.00242935 0.000334206 0.000397573
2360 0.000141389 6.55179e-06 5.87475e-06 1.3391e-05 3.89628e-07 0.000153163 1.13998e-05 1.06285e-05 1.56835e-05 7.88728e-06 -0.000601653 -0.0026259 0.000472455 0.000348488
2370 0.000141594 6.49545e-06 5.61095e-06 1.34207e-05 4.54744e-07 0.000153071 1.13586e-05 1.05874e-05 1.56641e-05 7.82449e-06 -0.000562214 -0.00247848 0.000457263 0.000334576
2380 0.000139007 6.3828e-06 5.22175e-06 1.34442e-05 4.82409e-07 0.000152962 1.13175e-05 1.05439e-05 1.56456e-05 7.76289e-06 -0.000639853 -0.00256762 0.000273059 0.000375002
2390 0.000138239 6.23952e-06 4.97227e-06 1.32776e-05 4.68667e-07 0.000152836 1.12755e-05 1.04981e-05 1.56263e-05 7.70208e-06 -0.000571782 -0.00245558 0.000328356 0.000411878
2400 0.000134699 6.29154e-06 4.84291e-06 1.3582e-05 4.49691e-07 0.00015269 1.12338e-05 1.04517e-05 1.56077e-05 7.64188e-06 -0.000515166 -0.00243954 0.000514893 0.000379152
2410 0.000130768 6.45794e-06 4.48007e-06 1.4459e-05 4.34777e-07 0.000152533 1.11935e-05 1.04038e-05 1.55946e-05 7.58227e-06 -0.000566564 -0.00257175 0.000488436 0.000383621
2420 0.000126583 6.67907e-06 4.00654e-06 1.56117e-05 4.19032e-07 0.000152343 1.11555e-05 1.03528e-05 1.55904e-05 7.52329e-06 -0.000601279 -0.00250432 0.000405819 0.000294667
2430 0.00011736 6.91602e-06 3.60379e-06 1.67491e-05 3.9518e-07 0.000152092 1.11197e-05 1.02988e-05 1.55956e-05 7.46487e-06 -0.000640246 -0.00235371 0.000452974 -1.99996e-05
2440 0.000111774 7.16542e-06 3.25528e-06 1.79045e-05 3.36482e-07 0.000151782 1.10865e-05 1.02425e-05 1.56102e-05 7.40686e-06 -0.00067487 -0.00209385 0.000176566 -0.000107327
2450 0.000103853 7.37988e-06 2.90456e-06 1.90381e-05 1.96976e-07 0.000151414 1.10555e-05 1.0184e-05 1.56339e-05 7.34871e-06 -0.000693064 -0.00187174 7.63839e-05 -0.000283839
2460 0.000100953 7.66174e-06 2.58121e-06 2.03643e-05 3.96574e-08 0.000151012 1.10269e-05 1.01235e-05 1.56672e-05 7.28997e-06 -0.000752424 -0.00179585 -5.30392e-05 -0.000408379
2470 9.74351e-05 8.16209e-06 2.45289e-06 2.20275e-05 5.89964e-09 0.000150591 1.10017e-05 1.00618e-05 1.57122e-05 7.23116e-06 -0.000542715 -0.00144411 0.000159254 -0.000343286
2480 9.27408e-05 8.83521e-06 2.51111e-06 2.39228e-05 7.17562e-08 0.000150145 1.09818e-05 1.00008e-05 1.57712e-05 7.17331e-06 -0.000545479 -0.00138109 6.2456e-05 -0.000317803
2490 8.66665e-05 9.49871e-06 2.72826e-06 2.56522e-05 1.1565e-07 0.000149662 1.09675e-05 9.9416e-06 1.58444e-05 7.11666e-06 -0.000587279 -0.00129598 -7.839e-06 -0.000458013
2500 7.82848e-05 1.01305e-05 3.16222e-06 2.71415e-05 8.78453e-08 0.000149118 1.09586e-05 9.88584e-06 1.59291e-05 7.06072e-06 -0.000640626 -0.00113866 -1.18753e-05 -0.000771345
2510 7.38366e-05 1.08009e-05 3.69431e-06 2.86835e-05 2.48602e-08 0.000148536 1.09549e-05 9.83466e-06 1.6025e-05 7.00501e-06 -0.000570346 -0.00111372 -6.85801e-05 -0.000528734
2520 6.62949e-05 1.13638e-05 4.32278e-06 2.97605e-05 8.00836e-09 0.000147915 1.09562e-05 9.78875e-06 1.61302e-05 6.94964e-06 -0.0006598 -0.00115723 -5.55317e-05 -0.000766637
2530 6.13498e-05 1.17261e-05 4.94108e-06 3.02057e-05 3.15496e-08 0.000147245 1.09611e-05 9.74837e-06 1.624e-05 6.89498e-06 -0.000618576 -0.00119501 0.000174759 -0.000835479
2540 5.73595e-05 1.18447e-05 5.36522e-06 3.00577e-05 1.11329e-07 0.000146559 1.09678e-05 9.71263e-06 1.63493e-05 6.84138e-06 -0.00073318 -0.00150633 0.000237847 -0.000931054
2550 5.5594e-05 1.17412e-05 5.55358e-06 2.9447e-05 2.22854e-07 0.000145848 1.09743e-05 9.67957e-06 1.6454e-05 6.78921e-06 -0.000703623 -0.00146871 9.65751e-05 -0.000738737
