# Time-averaged data for fix scalarOut
# TimeStep v_Dtwopoint v_DmolTwopoint v_DxMolTwopoint v_DyMolTwopoint v_DzMolTwopoint v_Dfitslope v_DmolFitslope v_DxMolFitslope v_DyMolFitslope v_DzMolFitslope v_Dvacf v_Dxvacf v_Dyvacf v_Dzvacf
2560 5.168e-05 1.15472e-05 5.37501e-06 2.89861e-05 2.80361e-07 0.000145127 1.09794e-05 9.64695e-06 1.65529e-05 6.73834e-06 -0.000709098 -0.00137196 5.29904e-05 -0.000808328
2570 4.92178e-05 1.14114e-05 5.02468e-06 2.89479e-05 2.61488e-07 0.000144393 1.09831e-05 9.61216e-06 1.66489e-05 6.68815e-06 -0.000708478 -0.00134463 9.72054e-05 -0.000878006
2580 5.05893e-05 1.16375e-05 5.1552e-06 2.95109e-05 2.46263e-07 0.00014366 1.09871e-05 9.57679e-06 1.6746e-05 6.63837e-06 -0.000613046 -0.00133959 -2.44852e-05 -0.000475059
2590 4.93377e-05 1.21344e-05 6.0086e-06 3.01462e-05 2.48305e-07 0.000142941 1.09941e-05 9.54585e-06 1.68472e-05 6.58915e-06 -0.000585101 -0.00123683 -6.57468e-05 -0.000452726
2600 5.03748e-05 1.26485e-05 7.54228e-06 3.01873e-05 2.15825e-07 0.000142222 1.1005e-05 9.52479e-06 1.69498e-05 6.54038e-06 -0.000562421 -0.00111903 6.09775e-06 -0.000574333
2610 4.94184e-05 1.31892e-05 9.70834e-06 2.97024e-05 1.56807e-07 0.000141521 1.10197e-05 9.51836e-06 1.70491e-05 6.49178e-06 -0.000411391 -0.00098056 -1.7411e-05 -0.000236203
2620 5.1126e-05 1.38075e-05 1.24648e-05 2.88671e-05 9.06166e-08 0.000140823 1.10387e-05 9.53085e-06 1.71421e-05 6.44329e-06 -0.000513033 -0.00126613 -0.000205345 -6.76276e-05
2630 5.04732e-05 1.45869e-05 1.60963e-05 2.76581e-05 6.30783e-09 0.000140144 1.1063e-05 9.56783e-06 1.72264e-05 6.39472e-06 -0.000566623 -0.00127788 -0.000199806 -0.000222179
2640 5.06807e-05 1.50702e-05 1.97561e-05 2.53846e-05 6.98745e-08 0.000139463 1.10918e-05 9.63255e-06 1.72962e-05 6.34655e-06 -0.000556595 -0.00139708 -0.000230397 -4.23123e-05
2650 5.01204e-05 1.55628e-05 2.32718e-05 2.31143e-05 3.02308e-07 0.000138793 1.11236e-05 9.72342e-06 1.73473e-05 6.30022e-06 -0.000567973 -0.0015765 -8.71555e-05 -4.02617e-05
2660 5.05358e-05 1.60749e-05 2.63799e-05 2.13432e-05 5.01524e-07 0.000138132 1.1159e-05 9.83807e-06 1.7383e-05 6.25609e-06 -0.000690213 -0.00172128 -6.73513e-05 -0.000282009
2670 5.23192e-05 1.67577e-05 2.92841e-05 2.02704e-05 7.18706e-07 0.000137482 1.11984e-05 9.97359e-06 1.74075e-05 6.21396e-06 -0.000641301 -0.00176679 0.000114541 -0.00027165
2680 5.55907e-05 1.76254e-05 3.21071e-05 1.98461e-05 9.22966e-07 0.000136859 1.12432e-05 1.01288e-05 1.74269e-05 6.17391e-06 -0.000655117 -0.00183336 -5.21355e-05 -7.98576e-05
2690 6.01317e-05 1.84465e-05 3.46939e-05 1.96239e-05 1.02179e-06 0.000136269 1.1294e-05 1.03027e-05 1.74437e-05 6.13547e-06 -0.000667574 -0.00174507 -0.000105771 -0.000151878
2700 6.49798e-05 1.91883e-05 3.70828e-05 1.9592e-05 8.90124e-07 0.00013573 1.13498e-05 1.04926e-05 1.74596e-05 6.09729e-06 -0.000666335 -0.00171437 -0.000289051 4.41488e-06
2710 7.20473e-05 1.96546e-05 3.86993e-05 1.96563e-05 6.08183e-07 0.000135237 1.14096e-05 1.06956e-05 1.74755e-05 6.05785e-06 -0.000581659 -0.00161316 -0.000287872 0.000156061
2720 7.85475e-05 1.98929e-05 3.9366e-05 1.99587e-05 3.54102e-07 0.000134801 1.1471e-05 1.0904e-05 1.74923e-05 6.01678e-06 -0.000526639 -0.00174533 -0.000187932 0.000353348
2730 8.39451e-05 2.02343e-05 3.95515e-05 2.09817e-05 1.69596e-07 0.000134405 1.15339e-05 1.1113e-05 1.7514e-05 5.97461e-06 -0.000536326 -0.00177238 -0.000277054 0.000440456
2740 8.76171e-05 2.05362e-05 3.92262e-05 2.23174e-05 6.49937e-08 0.000134056 1.15985e-05 1.1319e-05 1.75445e-05 5.93187e-06 -0.000453571 -0.00164517 -0.000265562 0.000550016
2750 9.02491e-05 2.07198e-05 3.84449e-05 2.36912e-05 2.34465e-08 0.000133733 1.16641e-05 1.15185e-05 1.75847e-05 5.88911e-06 -0.000593005 -0.00182829 -0.000390053 0.000439327
2760 9.17652e-05 2.07146e-05 3.72991e-05 2.48413e-05 3.45931e-09 0.000133424 1.17297e-05 1.17089e-05 1.76335e-05 5.84661e-06 -0.000682534 -0.00179006 -0.000370254 0.000112713
2770 9.42632e-05 2.0574e-05 3.57599e-05 2.59621e-05 1.83157e-12 0.000133133 1.17938e-05 1.18872e-05 1.76897e-05 5.8045e-06 -0.000739836 -0.00185873 -0.000390892 3.01139e-05
2780 9.53322e-05 2.04338e-05 3.41658e-05 2.71356e-05 6.30132e-11 0.000132854 1.18561e-05 1.20521e-05 1.77535e-05 5.76283e-06 -0.000746418 -0.00205335 -0.000117638 -6.82691e-05
2790 9.73371e-05 2.04697e-05 3.25105e-05 2.88958e-05 2.83355e-09 0.000132599 1.19174e-05 1.22036e-05 1.78271e-05 5.72162e-06 -0.00082553 -0.00231308 4.58975e-05 -0.000209405
2800 9.74887e-05 2.11426e-05 3.16968e-05 3.16883e-05 4.27875e-08 0.000132344 1.19805e-05 1.23444e-05 1.79161e-05 5.68097e-06 -0.0006941 -0.0021073 0.000109952 -8.49494e-05
2810 9.46834e-05 2.23454e-05 3.18702e-05 3.49951e-05 1.70822e-07 0.000132088 1.20501e-05 1.2482e-05 1.80269e-05 5.64139e-06 -0.000835258 -0.00226579 0.000217712 -0.000457695
2820 9.29091e-05 2.36867e-05 3.25003e-05 3.82363e-05 3.23611e-07 0.000131818 1.21281e-05 1.26215e-05 1.81595e-05 5.60329e-06 -0.000879904 -0.0023377 0.000151205 -0.000453214
2830 9.25383e-05 2.5092e-05 3.3225e-05 4.16473e-05 4.03624e-07 0.000131544 1.22149e-05 1.27644e-05 1.8314e-05 5.56644e-06 -0.000987999 -0.00239616 0.000181958 -0.000749792
2840 9.44252e-05 2.67194e-05 3.3707e-05 4.60879e-05 3.63274e-07 0.000131274 1.23115e-05 1.29104e-05 1.8494e-05 5.53006e-06 -0.000917292 -0.00221032 0.000278841 -0.000820399
2850 9.74193e-05 2.88651e-05 3.35077e-05 5.283e-05 2.57453e-07 0.000131025 1.24202e-05 1.30554e-05 1.87116e-05 5.49349e-06 -0.000912998 -0.00198201 0.000239756 -0.000996744
2860 0.000104117 3.14767e-05 3.27909e-05 6.14907e-05 1.48655e-07 0.000130813 1.25448e-05 1.31957e-05 1.89821e-05 5.45653e-06 -0.000878016 -0.00198956 0.000124262 -0.000768748
2870 0.000108804 3.41074e-05 3.12809e-05 7.09843e-05 5.68903e-08 0.000130645 1.26865e-05 1.33265e-05 1.93137e-05 5.41926e-06 -0.00094115 -0.00210433 0.000153741 -0.000872857
2880 0.000113282 3.67807e-05 2.9646e-05 8.06943e-05 1.71576e-09 0.000130514 1.2845e-05 1.34445e-05 1.97085e-05 5.38185e-06 -0.000872006 -0.00201528 0.000150848 -0.000751583
2890 0.000117231 3.95163e-05 2.81489e-05 9.03855e-05 1.44295e-08 0.000130415 1.30206e-05 1.35507e-05 2.01663e-05 5.34472e-06 -0.00100989 -0.00225758 9.94348e-05 -0.000871517
2900 0.000120521 4.21912e-05 2.64704e-05 0.000100046 5.6796e-08 0.000130334 1.3213e-05 1.36449e-05 2.0686e-05 5.3082e-06 -0.00104662 -0.00242802 0.000196445 -0.000908286
2910 0.000120623 4.48317e-05 2.48389e-05 0.000109588 6.77936e-08 0.000130268 1.34216e-05 1.37266e-05 2.1266e-05 5.27224e-06 -0.000984689 -0.0023314 0.000275033 -0.000897698
2920 0.000122361 4.75569e-05 2.33608e-05 0.000119261 4.88055e-08 0.000130206 1.36464e-05 1.37968e-05 2.19058e-05 5.23662e-06 -0.00103825 -0.00232571 0.000180852 -0.0009699
2930 0.000123736 5.05083e-05 2.24425e-05 0.000129066 1.68224e-08 0.00013015 1.38881e-05 1.38579e-05 2.26052e-05 5.20115e-06 -0.00100307 -0.00247206 0.000145239 -0.000682394
2940 0.000124479 5.36183e-05 2.21538e-05 0.000138697 3.93733e-09 0.000130111 1.41483e-05 1.39149e-05 2.3364e-05 5.1659e-06 -0.000973423 -0.00234809 4.78221e-05 -0.000620006
2950 0.000123463 5.68646e-05 2.24744e-05 0.000148105 1.41149e-08 0.000130073 1.44271e-05 1.39713e-05 2.4179e-05 5.131e-06 -0.000981688 -0.00247392 0.000130592 -0.000601733
2960 0.000122716 6.02313e-05 2.34592e-05 0.000157155 7.93265e-08 0.000130028 1.47257e-05 1.4032e-05 2.50484e-05 5.09669e-06 -0.001033 -0.0027494 7.54748e-05 -0.000425073
2970 0.000117305 6.32378e-05 2.49493e-05 0.000164487 2.77423e-07 0.000129958 1.50428e-05 1.41006e-05 2.59642e-05 5.06361e-06 -0.000919527 -0.00279692 0.000515185 -0.000476848
2980 0.000115647 6.5474e-05 2.66434e-05 0.00016923 5.48378e-07 0.000129866 1.53742e-05 1.41794e-05 2.69106e-05 5.03258e-06 -0.000946494 -0.00290437 0.000537925 -0.000473038
2990 0.0001094 6.6898e-05 2.85055e-05 0.000171445 7.43633e-07 0.000129747 1.57142e-05 1.42693e-05 2.78697e-05 5.00341e-06 -0.000954604 -0.00310002 0.000641706 -0.000405495
3000 0.0001042 6.76814e-05 3.03712e-05 0.000171855 8.18246e-07 0.000129593 1.60577e-05 1.43709e-05 2.88269e-05 4.97542e-06 -0.000949579 -0.00298281 0.000617116 -0.000483041
3010 9.75898e-05 6.77998e-05 3.19415e-05 0.000170661 7.97395e-07 0.000129402 1.64007e-05 1.44829e-05 2.97714e-05 4.94781e-06 -0.00104725 -0.00292904 0.000466394 -0.000679116
3020 9.32692e-05 6.75003e-05 3.33183e-05 0.00016848 7.0247e-07 0.000129173 1.67393e-05 1.46032e-05 3.06946e-05 4.92008e-06 -0.0010231 -0.00284001 0.000345686 -0.000574991
3030 8.67383e-05 6.73765e-05 3.49822e-05 0.000166609 5.38315e-07 0.000128915 1.70729e-05 1.47322e-05 3.15949e-05 4.89172e-06 -0.000923639 -0.00268907 0.000498701 -0.000580544
3040 8.13857e-05 6.76052e-05 3.73334e-05 0.000165147 3.35103e-07 0.000128619 1.74037e-05 1.48732e-05 3.24755e-05 4.86242e-06 -0.000967723 -0.00260866 0.000360279 -0.000654792
3050 7.53373e-05 6.81323e-05 3.99202e-05 0.000164354 1.22755e-07 0.000128286 1.77339e-05 1.50297e-05 3.334e-05 4.832e-06 -0.000863331 -0.00248273 0.000395219 -0.000502485
3060 7.16506e-05 6.88257e-05 4.1967e-05 0.000164491 1.92963e-08 0.000127928 1.80648e-05 1.51994e-05 3.41942e-05 4.80084e-06 -0.000956645 -0.00244282 0.000210824 -0.000637936
3070 6.8002e-05 6.95928e-05 4.35492e-05 0.000165229 2.5285e-10 0.00012755 1.83977e-05 1.53796e-05 3.50438e-05 4.76966e-06 -0.000898153 -0.00222911 0.000162463 -0.000627807
3080 6.6007e-05 6.99354e-05 4.45006e-05 0.000165264 4.15529e-08 0.000127155 1.87307e-05 1.55655e-05 3.58877e-05 4.73885e-06 -0.00103514 -0.00233578 -0.000127497 -0.000642149
3090 6.3859e-05 7.04649e-05 4.55283e-05 0.000165663 2.03505e-07 0.000126752 1.90629e-05 1.5756e-05 3.67237e-05 4.70901e-06 -0.00114048 -0.00254979 -0.000114283 -0.000757373
3100 6.60572e-05 7.16284e-05 4.63239e-05 0.000168084 4.77519e-07 0.000126354 1.93977e-05 1.59507e-05 3.75614e-05 4.68094e-06 -0.00110198 -0.00238398 -0.000191922 -0.000730025
3110 6.80405e-05 7.28132e-05 4.64418e-05 0.000171241 7.56638e-07 0.000125973 1.97371e-05 1.61464e-05 3.84099e-05 4.65497e-06 -0.00105632 -0.00217528 -0.000222635 -0.000771043
3120 7.25791e-05 7.38381e-05 4.61072e-05 0.000174476 9.31495e-07 0.00012562 2.00801e-05 1.6339e-05 3.92706e-05 4.63071e-06 -0.00107591 -0.00219338 -0.000300559 -0.000733802
3130 7.5743e-05 7.48215e-05 4.58041e-05 0.000177593 1.06703e-06 0.000125292 2.04263e-05 1.65277e-05 4.01437e-05 4.60758e-06 -0.0011251 -0.00233198 -0.000260444 -0.00078286
3140 7.77562e-05 7.57319e-05 4.56379e-05 0.000180384 1.1739e-06 0.000124982 2.07752e-05 1.6713e-05 4.10271e-05 4.5855e-06 -0.00119487 -0.00253656 -9.08979e-05 -0.000957139
3150 7.65456e-05 7.66161e-05 4.5591e-05 0.000183126 1.13115e-06 0.000124678 2.11265e-05 1.68961e-05 4.19197e-05 4.56383e-06 -0.00116525 -0.00250995 -7.80886e-06 -0.000977979
3160 7.6734e-05 7.68495e-05 4.55283e-05 0.000184147 8.73776e-07 0.000124373 2.14782e-05 1.70771e-05 4.28161e-05 4.54131e-06 -0.00120043 -0.00257049 0.000247372 -0.00127816
3170 7.70943e-05 7.61142e-05 4.53354e-05 0.000182373 6.33896e-07 0.000124079 2.18247e-05 1.72556e-05 4.37012e-05 4.51731e-06 -0.00113052 -0.00258076 0.000309878 -0.00112067
3180 7.96678e-05 7.43147e-05 4.48233e-05 0.000177538 5.83392e-07 0.000123797 2.21597e-05 1.74302e-05 4.45562e-05 4.49269e-06 -0.00120087 -0.00263724 0.000215017 -0.00118038
3190 8.16645e-05 7.17665e-05 4.39679e-05 0.000170738 5.93984e-07 0.000123524 2.24775e-05 1.75989e-05 4.53653e-05 4.46825e-06 -0.00125695 -0.00274165 0.000311393 -0.00134059
3200 8.36092e-05 6.86306e-05 4.21768e-05 0.000163138 5.76707e-07 0.000123266 2.27743e-05 1.77576e-05 4.61212e-05 4.44406e-06 -0.00129409 -0.00272412 0.000258964 -0.00141712
3210 8.59612e-05 6.52364e-05 4.00082e-05 0.000155223 4.77794e-07 0.000123027 2.30478e-05 1.79021e-05 4.68217e-05 4.41971e-06 -0.0011793 -0.00264967 0.000279794 -0.00116803
3220 8.84838e-05 6.16944e-05 3.75297e-05 0.000147204 3.50048e-07 0.000122808 2.32972e-05 1.80308e-05 4.74661e-05 4.39483e-06 -0.00115577 -0.00262543 0.000181345 -0.00102324
3230 9.05874e-05 5.83547e-05 3.52172e-05 0.000139581 2.65493e-07 0.000122603 2.35229e-05 1.81431e-05 4.80562e-05 4.36952e-06 -0.00108443 -0.00250727 0.000257756 -0.00100377
3240 9.12396e-05 5.54121e-05 3.35125e-05 0.00013252 2.03328e-07 0.00012241 2.37272e-05 1.82422e-05 4.85953e-05 4.34402e-06 -0.00105941 -0.00249905 0.000270889 -0.000950075
3250 9.24394e-05 5.3147e-05 3.23811e-05 0.000126917 1.43189e-07 0.000122222 2.39137e-05 1.83316e-05 4.90911e-05 4.31839e-06 -0.00118114 -0.00259428 0.00025224 -0.00120137
3260 9.16326e-05 5.12965e-05 3.22534e-05 0.000121564 7.26107e-08 0.000122038 2.40864e-05 1.84169e-05 4.95497e-05 4.29258e-06 -0.00112102 -0.00262085 0.000354564 -0.00109679
3270 9.42383e-05 4.94866e-05 3.26334e-05 0.000115796 2.99902e-08 0.000121857 2.42463e-05 1.85024e-05 4.99699e-05 4.26666e-06 -0.00120339 -0.00266588 0.000282126 -0.00122642
3280 9.48488e-05 4.75744e-05 3.29358e-05 0.00010978 6.94504e-09 0.000121693 2.43936e-05 1.85898e-05 5.03504e-05 4.24079e-06 -0.00121442 -0.00303035 0.000416501 -0.00102939
3290 9.61029e-05 4.51681e-05 3.20449e-05 0.000103459 1.51117e-10 0.000121532 2.45265e-05 1.86744e-05 5.069e-05 4.21507e-06 -0.00118615 -0.00295109 0.000528953 -0.00113632
3300 9.85353e-05 4.24345e-05 3.04079e-05 9.68942e-05 1.45548e-09 0.000121387 2.46422e-05 1.875e-05 5.09871e-05 4.18958e-06 -0.00113892 -0.0029133 0.000597252 -0.00110072
3310 9.98105e-05 3.98199e-05 2.8279e-05 9.11698e-05 1.07654e-08 0.000121255 2.47407e-05 1.88135e-05 5.12443e-05 4.16434e-06 -0.00114177 -0.00292654 0.00052576 -0.00102453
3320 0.000101351 3.76302e-05 2.58657e-05 8.69707e-05 5.42603e-08 0.000121136 2.48238e-05 1.88625e-05 5.14695e-05 4.13949e-06 -0.00120549 -0.0029566 0.000308899 -0.000968768
3330 0.000100796 3.60406e-05 2.32622e-05 8.47128e-05 1.46942e-07 0.00012101 2.4895e-05 1.88959e-05 5.1674e-05 4.11527e-06 -0.00116508 -0.0029415 0.000219148 -0.000772881
3340 9.95283e-05 3.49479e-05 2.08229e-05 8.37287e-05 2.92131e-07 0.000120883 2.49579e-05 1.89138e-05 5.18677e-05 4.09201e-06 -0.00109394 -0.00289097 0.00025471 -0.00064555
3350 9.64018e-05 3.41094e-05 1.84266e-05 8.34175e-05 4.8396e-07 0.000120748 2.50145e-05 1.89174e-05 5.2056e-05 4.06998e-06 -0.000996412 -0.00287701 0.000356599 -0.000468827
3360 9.35805e-05 3.36553e-05 1.6082e-05 8.41676e-05 7.16249e-07 0.000120594 2.50668e-05 1.89067e-05 5.22443e-05 4.04939e-06 -0.00101479 -0.00273154 0.000424185 -0.000737002
3370 9.19648e-05 3.36426e-05 1.40742e-05 8.58485e-05 1.00522e-06 0.00012043 2.51174e-05 1.88832e-05 5.24384e-05 4.03059e-06 -0.000915121 -0.0026754 0.000284879 -0.000354842
3380 8.93234e-05 3.41325e-05 1.24501e-05 8.87397e-05 1.20758e-06 0.000120256 2.51691e-05 1.88493e-05 5.26446e-05 4.01344e-06 -0.000982186 -0.00258667 0.000221751 -0.000581642
3390 8.71792e-05 3.48779e-05 1.12595e-05 9.20794e-05 1.29479e-06 0.000120068 2.52243e-05 1.88076e-05 5.28679e-05 3.99725e-06 -0.000992994 -0.00256019 -9.12422e-05 -0.000327551
3400 8.15107e-05 3.54224e-05 1.02921e-05 9.466e-05 1.31517e-06 0.000119855 2.52828e-05 1.87601e-05 5.31069e-05 3.98146e-06 -0.00101597 -0.00242092 -7.17369e-05 -0.000555259
3410 7.77593e-05 3.5779e-05 9.66111e-06 9.63389e-05 1.33716e-06 0.000119618 2.53434e-05 1.87083e-05 5.33559e-05 3.9659e-06 -0.000916143 -0.00233762 4.8883e-05 -0.000459696
3420 7.20224e-05 3.60886e-05 9.23828e-06 9.75731e-05 1.45449e-06 0.000119357 2.54052e-05 1.8654e-05 5.36107e-05 3.95083e-06 -0.00109165 -0.00256349 0.000156106 -0.000867577
3430 7.08535e-05 3.6583e-05 9.06904e-06 9.88711e-05 1.80878e-06 0.000119073 2.54688e-05 1.85986e-05 5.38704e-05 3.93733e-06 -0.00103907 -0.00270675 4.45999e-05 -0.000455077
3440 7.02021e-05 3.73033e-05 9.00786e-06 0.000100614 2.28835e-06 0.000118792 2.55355e-05 1.85431e-05 5.41368e-05 3.92656e-06 -0.00112486 -0.00269851 7.56262e-05 -0.000751697
3450 7.04964e-05 3.83462e-05 9.24842e-06 0.000103233 2.5575e-06 0.000118514 2.56067e-05 1.84885e-05 5.44137e-05 3.91802e-06 -0.00104743 -0.0026303 6.36884e-05 -0.000575686
3460 7.40538e-05 3.93463e-05 9.71136e-06 0.000105566 2.7612e-06 0.000118249 2.56835e-05 1.84366e-05 5.47032e-05 3.91081e-06 -0.00101339 -0.00265852 0.000304826 -0.000686485
3470 7.44776e-05 3.97886e-05 1.05548e-05 0.000105864 2.9466e-06 0.000117992 2.57639e-05 1.83889e-05 5.49979e-05 3.90481e-06 -0.000973422 -0.00268702 0.000384658 -0.0006179
3480 7.88929e-05 3.95341e-05 1.18285e-05 0.000103536 3.23793e-06 0.000117758 2.58437e-05 1.83477e-05 5.52833e-05 3.90008e-06 -0.000892376 -0.0029656 0.000576219 -0.000287748
3490 7.63696e-05 3.9444e-05 1.37295e-05 0.000100802 3.80012e-06 0.000117527 2.59213e-05 1.8316e-05 5.55501e-05 3.89795e-06 -0.000982603 -0.00303208 0.000378169 -0.000293896
3500 7.68325e-05 3.99422e-05 1.62537e-05 9.90691e-05 4.50382e-06 0.000117289 2.59998e-05 1.82975e-05 5.58024e-05 3.89955e-06 -0.000935904 -0.00268905 0.000292791 -0.000411455
3510 7.52671e-05 4.06983e-05 1.92656e-05 9.75094e-05 5.31988e-06 0.00011706 2.60813e-05 1.82951e-05 5.60433e-05 3.90548e-06 -0.000893572 -0.00247335 6.98137e-05 -0.000277176
3520 7.64431e-05 4.19445e-05 2.2577e-05 9.70803e-05 6.17603e-06 0.000116828 2.61678e-05 1.83108e-05 5.62765e-05 3.91621e-06 -0.000922074 -0.00250309 0.000139592 -0.00040272
3530 7.56147e-05 4.34789e-05 2.60864e-05 9.76393e-05 6.71091e-06 0.000116597 2.62618e-05 1.83458e-05 5.65086e-05 3.93084e-06 -0.000924657 -0.00226963 5.47065e-05 -0.000559047
3540 7.70401e-05 4.48801e-05 2.97828e-05 9.79037e-05 6.95381e-06 0.000116366 2.63633e-05 1.84008e-05 5.67417e-05 3.94736e-06 -0.000730407 -0.00204716 0.00026481 -0.00040887
3550 7.77929e-05 4.63094e-05 3.36672e-05 9.81645e-05 7.09659e-06 0.000116148 2.64717e-05 1.84768e-05 5.69735e-05 3.96469e-06 -0.000800588 -0.00219895 0.000232734 -0.000435552
3560 7.45278e-05 4.80018e-05 3.71108e-05 9.96077e-05 7.28697e-06 0.000115919 2.65881e-05 1.8573e-05 5.72084e-05 3.98283e-06 -0.000916908 -0.00219588 0.000116353 -0.000671194
3570 7.45484e-05 4.94604e-05 3.93324e-05 0.000101586 7.4628e-06 0.000115692 2.67125e-05 1.86841e-05 5.74515e-05 4.00184e-06 -0.000950804 -0.00235342 9.19795e-08 -0.00049908
3580 7.11833e-05 5.06471e-05 4.09553e-05 0.000103175 7.81133e-06 0.000115452 2.6843e-05 1.88041e-05 5.77028e-05 4.02203e-06 -0.0011918 -0.00269809 -0.000274043 -0.000603277
3590 7.18152e-05 5.1442e-05 4.25439e-05 0.00010334 8.44228e-06 0.000115208 2.6978e-05 1.89322e-05 5.79568e-05 4.04497e-06 -0.00105029 -0.00251561 -3.66224e-05 -0.000598647
3600 6.58544e-05 5.19104e-05 4.43733e-05 0.000102359 8.99912e-06 0.00011495 2.71151e-05 1.90684e-05 5.82058e-05 4.07112e-06 -0.00115194 -0.0025167 -5.92718e-05 -0.000879856
3610 6.66972e-05 5.27002e-05 4.70367e-05 0.000101551 9.51291e-06 0.000114682 2.72543e-05 1.9216e-05 5.8447e-05 4.09989e-06 -0.00116599 -0.00255627 0.000208788 -0.0011505
3620 6.51724e-05 5.40906e-05 5.07036e-05 0.000101496 1.00719e-05 0.000114414 2.73986e-05 1.93801e-05 5.86843e-05 4.13141e-06 -0.00111875 -0.00254115 3.92877e-05 -0.000854402
3630 6.4243e-05 5.57132e-05 5.5049e-05 0.000101182 1.09082e-05 0.000114137 2.75503e-05 1.95652e-05 5.89191e-05 4.16639e-06 -0.00112346 -0.00244551 -7.20631e-05 -0.000852815
3640 6.2701e-05 5.70272e-05 5.93386e-05 9.96047e-05 1.21383e-05 0.00011386 2.7709e-05 1.97731e-05 5.91469e-05 4.20694e-06 -0.00112165 -0.00250416 -0.000205219 -0.000655554
3650 5.89716e-05 5.75948e-05 6.25605e-05 9.69578e-05 1.3266e-05 0.000113569 2.78712e-05 1.99997e-05 5.93601e-05 4.25386e-06 -0.00120688 -0.00258743 -0.000258312 -0.000774883
3660 5.72138e-05 5.78112e-05 6.42653e-05 9.46283e-05 1.454e-05 0.000113267 2.80341e-05 2.02378e-05 5.9558e-05 4.30651e-06 -0.00125663 -0.00257584 -0.000197422 -0.000996627
3670 5.31809e-05 5.75364e-05 6.36984e-05 9.23931e-05 1.65178e-05 0.000112948 2.81955e-05 2.04765e-05 5.97421e-05 4.36796e-06 -0.00127513 -0.00235126 -0.000341052 -0.00113307
3680 5.39264e-05 5.68295e-05 6.20003e-05 9.02425e-05 1.82456e-05 0.000112626 2.83527e-05 2.07061e-05 5.99128e-05 4.43913e-06 -0.00124964 -0.0024289 -0.000215654 -0.00110436
3690 5.37714e-05 5.60527e-05 6.00924e-05 8.78956e-05 2.017e-05 0.000112306 2.85043e-05 2.09237e-05 6.00698e-05 4.51931e-06 -0.0011945 -0.00234399 -0.00025326 -0.000986246
3700 5.45306e-05 5.57108e-05 5.83416e-05 8.62509e-05 2.254e-05 0.000111993 2.86516e-05 2.11299e-05 6.02145e-05 4.61059e-06 -0.00114514 -0.00216781 -0.000429395 -0.000838205
3710 5.44651e-05 5.57267e-05 5.65282e-05 8.5148e-05 2.55038e-05 0.000111684 2.87972e-05 2.13246e-05 6.03514e-05 4.71558e-06 -0.00124177 -0.00224228 -0.000685507 -0.000797533
3720 5.52165e-05 5.5508e-05 5.46454e-05 8.34335e-05 2.84451e-05 0.00011138 2.89413e-05 2.15081e-05 6.04798e-05 4.83602e-06 -0.00111452 -0.00218354 -0.000416413 -0.000743603
3730 5.39216e-05 5.49795e-05 5.27448e-05 8.09592e-05 3.12346e-05 0.000111075 2.90819e-05 2.16797e-05 6.05954e-05 4.9705e-06 -0.00128807 -0.00217478 -0.000478544 -0.00121088
3740 5.53003e-05 5.45175e-05 5.11576e-05 7.86571e-05 3.37376e-05 0.000110774 2.92187e-05 2.18407e-05 6.0697e-05 5.11844e-06 -0.0012569 -0.00207974 -0.000523761 -0.0011672
3750 5.40137e-05 5.42621e-05 5.0283e-05 7.71611e-05 3.53423e-05 0.000110474 2.93525e-05 2.19937e-05 6.07879e-05 5.2758e-06 -0.00123148 -0.00210728 -0.000568669 -0.0010185
3760 5.37252e-05 5.4327e-05 5.03575e-05 7.61234e-05 3.65001e-05 0.000110176 2.94848e-05 2.21437e-05 6.08716e-05 5.43892e-06 -0.00117966 -0.00187644 -0.000870876 -0.000791676
3770 5.21061e-05 5.4708e-05 5.08285e-05 7.56205e-05 3.76752e-05 0.00010987 2.96173e-05 2.22947e-05 6.09506e-05 5.6066e-06 -0.00121243 -0.00190319 -0.000835661 -0.00089844
3780 5.02319e-05 5.51687e-05 5.09485e-05 7.54476e-05 3.91101e-05 0.000109559 2.97512e-05 2.24457e-05 6.10277e-05 5.78013e-06 -0.00124707 -0.00212825 -0.000695521 -0.000917436
3790 4.87692e-05 5.53999e-05 5.11695e-05 7.48024e-05 4.02279e-05 0.000109243 2.98858e-05 2.25964e-05 6.11019e-05 5.95923e-06 -0.00120773 -0.00236141 -0.000390254 -0.000871529
3800 4.73659e-05 5.57184e-05 5.17021e-05 7.46935e-05 4.07597e-05 0.000108919 3.00206e-05 2.27479e-05 6.1173e-05 6.14096e-06 -0.00127815 -0.00242846 -0.000238861 -0.00116713
3810 4.58789e-05 5.62625e-05 5.18456e-05 7.60174e-05 4.09243e-05 0.000108594 3.01567e-05 2.29005e-05 6.12468e-05 6.32291e-06 -0.00117314 -0.00242371 3.79675e-06 -0.00109952
3820 4.78128e-05 5.71893e-05 5.11571e-05 7.9475e-05 4.09359e-05 0.00010827 3.02955e-05 2.305e-05 6.13329e-05 6.50371e-06 -0.00100101 -0.00210205 0.000213852 -0.00111484
3830 4.99795e-05 5.86523e-05 4.96654e-05 8.51685e-05 4.11229e-05 0.000107962 3.04397e-05 2.31926e-05 6.14429e-05 6.68367e-06 -0.00094817 -0.00225865 5.03283e-05 -0.000636185
