# Time-averaged data for fix thermoAveOut
# TimeStep c_thermo_pe c_thermo_temp c_thermo_press
17100 -13205.4 307.375 -2171.34
17200 -13194.3 303.091 -1336.4
17300 -13206.5 307.822 -1856.42
17400 -13186.7 300.129 -2488.18
17500 -13201.9 306.029 -1811.64
17600 -13198.1 304.533 -2528.25
17700 -13200.9 305.622 -2469.96
17800 -13198.1 304.533 -1359.98
17900 -13197.6 304.347 -2133.85
18000 -13201.2 305.746 -1773.42
18100 -13191.1 301.831 -1639.42
18200 -13201.1 305.712 -1596.5
18300 -13193.5 302.792 -827.293
18400 -13190 301.41 -2226.49
18500 -13188 300.644 -2574.03
18600 -13195.9 303.766 -1078.38
18700 -13188.1 300.7 -2458.54
18800 -13194 302.979 -2040.8
18900 -13190 301.452 -1189.11
19000 -13188.5 300.852 -2544.46
19100 -13192.9 302.572 -550.587
19200 -13203.9 306.845 -1500.28
19300 -13192.5 302.401 -2914
19400 -13195.7 303.648 -1139.16
19500 -13196.6 303.997 -1690.61
19600 -13188.2 300.744 -2140.5
19700 -13191.7 302.111 -955.725
19800 -13197.7 304.443 -1813.55
19900 -13197.6 304.404 -1944.44
20000 -13199 304.923 -1001.77
20100 -13194.5 303.184 -2948.39
20200 -13183.9 299.054 -919.628
20300 -13193.7 302.883 -1677.9
20400 -13185.4 299.626 -2313.01
20500 -13198.8 304.858 -1158.67
20600 -13213.6 310.616 -1635.13
20700 -13196.5 303.964 -2713.4
20800 -13198.9 304.89 -1184.28
20900 -13193.3 302.725 -1184.18
21000 -13196.6 303.98 -1930.68
21100 -13200.2 305.391 -1134.51
21200 -13194.3 303.089 -1025.2
21300 -13199.5 305.119 -2238.08
21400 -13199.8 305.247 -1222.74
21500 -13214.4 310.921 -857.302
21600 -13196.7 304.035 -2425.45
21700 -13192.2 302.318 -1414.12
21800 -13188 300.692 -1071.19
21900 -13205.5 307.439 -1874.42
22000 -13192.3 302.309 -396.876
22100 -13181.7 298.217 -2098.19
22200 -13181.8 298.251 -2493.44
22300 -13204.7 307.13 -335.941
22400 -13212.7 310.238 -1571.96
22500 -13208.2 308.476 -1757.68
22600 -13199.8 305.201 -1013.87
22700 -13203.9 306.814 -672.697
22800 -13207 307.993 -1561.62
22900 -13203.2 306.524 -1422.59
23000 -13200.6 305.538 -1324.33
23100 -13199.1 304.939 -1373.63
23200 -13202.4 306.204 -2402.49
23300 -13195.5 303.551 -1511.74
23400 -13210.2 309.247 -1326.43
23500 -13196.8 304.019 -1394.21
23600 -13204.2 306.895 -1484.75
23700 -13213.3 310.46 -1216.4
23800 -13200.3 305.423 -1532.04
23900 -13204.3 306.947 -1586.61
24000 -13201.1 305.725 -2142.8
24100 -13193.3 302.689 -1289.09
24200 -13199.9 305.276 -1557.83
24300 -13203.8 306.767 -1503.71
24400 -13204.1 306.921 -1351.75
24500 -13202.9 306.438 -1322.54
24600 -13209.7 309.091 -1195.44
24700 -13213.2 310.432 -1370.02
24800 -13200.5 305.519 -866.487
24900 -13211.1 309.609 -764.314
25000 -13209 308.8 -1685.91
25100 -13206.9 307.974 -1370.24
25200 -13193.1 302.627 -1260.98
25300 -13204.4 307.016 -1747.42
25400 -13200.9 305.648 -776.293
25500 -13199.5 305.118 -904.895
25600 -13198.9 304.876 -1419.81
25700 -13202.2 306.145 -581.854
25800 -13203.5 306.64 -2612.74
25900 -13191.9 302.133 -2236.74
26000 -13213.8 310.648 -96.2764
26100 -13210.9 309.548 -574.38
26200 -13192.7 302.461 -1869.15
