# Time-averaged data for fix thermoAveOut
# TimeStep c_thermo_pe c_thermo_temp c_thermo_press
30300 -6500.56 342.131 -673.34
30400 -6493.45 337.6 859.058
30500 -6498.37 340.742 -722.782
30600 -6494.94 338.526 -2335.53
30700 -6498.48 340.833 266.905
30800 -6494.83 338.47 229.785
30900 -6499.3 341.346 -1682.82
31000 -6494.35 338.17 -1407.78
31100 -6488.85 334.632 -1852.49
31200 -6501.84 342.965 -3548.98
31300 -6506.25 345.761 -2050.64
31400 -6502.24 343.186 -2162.44
31500 -6499.64 341.532 -888.778
31600 -6496.8 339.732 -1861.11
31700 -6504.38 344.597 -1686.93
31800 -6499.23 341.289 -709.641
31900 -6502.89 343.623 -1882.52
32000 -6512.11 349.536 331.054
32100 -6503.01 343.701 439.855
32200 -6501.12 342.509 -1655.43
32300 -6503.49 344.019 -1121.57
32400 -6497.62 340.251 -865.566
32500 -6494.41 338.199 -1792.86
32600 -6508.12 346.997 -1518.61
32700 -6507.43 346.541 972.29
32800 -6504.28 344.519 834.754
32900 -6491.03 336.034 -1224.58
33000 -6491.34 336.267 -2499.06
33100 -6489.77 335.281 -437.243
33200 -6492.69 337.141 -1006.26
33300 -6491.27 336.225 -2174.06
33400 -6492.2 336.802 -1598.92
33500 -6496.24 339.409 214.041
33600 -6498.39 340.776 -726.421
33700 -6505.23 345.153 -2452
33800 -6497.36 340.133 -1315.13
33900 -6484.59 331.946 -812.35
34000 -6497.69 340.334 -1808.97
34100 -6494.94 338.598 -3387.32
34200 -6489.23 334.911 -1590.14
34300 -6485.7 332.642 -253.287
34400 -6491.03 336.049 -1666.47
34500 -6507.69 346.694 -907.342
34600 -6509.69 347.984 1631.88
34700 -6507.24 346.427 -929.237
34800 -6500.26 341.925 -2662.22
34900 -6502.92 343.626 -1219.18
35000 -6499.26 341.308 -2257.14
35100 -6498.35 340.694 -2533.09
35200 -6493.65 337.704 -3872.6
35300 -6496.53 339.545 -1694.61
35400 -6502.49 343.363 772.971
35500 -6509.43 347.78 -1457.57
35600 -6505.37 345.209 -2577.01
35700 -6498.83 341.01 -439.356
35800 -6499.16 341.248 -483.73
35900 -6510.66 348.595 -1026.24
36000 -6501.37 342.661 -2186.39
36100 -6496.93 339.818 -597.046
36200 -6504.43 344.616 -683.657
36300 -6494.77 338.412 -2795.23
36400 -6495 338.563 -3564.69
36500 -6492.35 336.875 -1092.76
36600 -6492.15 336.781 -1099.4
36700 -6497.61 340.269 -2432.91
36800 -6491.97 336.676 -532.205
36900 -6492.3 336.861 -597.155
37000 -6490.94 335.981 -1244.19
37100 -6497.16 339.975 -2074.98
37200 -6486.59 333.193 -2969.94
37300 -6506.5 345.931 -1066.44
37400 -6493.53 337.634 -593.757
37500 -6490.85 335.914 713.086
37600 -6497.06 339.908 447.041
37700 -6503.27 343.88 116.061
37800 -6483.48 331.206 -1343.69
37900 -6493.74 337.772 -3046.73
38000 -6501.36 342.642 -2111.67
38100 -6498.18 340.614 -734.488
38200 -6498.28 340.668 -1108.15
38300 -6489.52 335.053 -1135.99
38400 -6482.01 330.273 -2331.38
38500 -6484.1 331.593 -1404.14
38600 -6484.91 332.131 -2091.62
38700 -6486.5 333.135 -4093.31
38800 -6488.78 334.575 -4151.01
38900 -6500.28 341.953 -1593.35
39000 -6497.26 340.017 -1513.67
39100 -6506.28 345.757 -861.712
39200 -6497.25 340.024 -2807.33
39300 -6492.9 337.207 -1986.82
39400 -6494.86 338.475 -711.514
39500 -6495.3 338.762 -1355.81
39600 -6491.64 336.439 -1329.72
39700 -6497.95 340.479 1002.63
39800 -6500.89 342.371 538.975
39900 -6504.08 344.404 -1357.72
40000 -6494.76 338.453 -819.066
40100 -6497.82 340.397 -742.522
40200 -6502.82 343.609 -1646.12
40300 -6499.84 341.708 -2491.91
40400 -6491.82 336.553 -1091.84
40500 -6503.83 344.255 -93.3662
40600 -6489.33 334.961 189.272
40700 -6492.56 337.01 -3278.89
40800 -6482.69 330.709 -3469.05
40900 -6504.95 344.962 -573.845
41000 -6501.06 342.482 173.534
41100 -6490.75 335.861 -1811.73
41200 -6486.52 333.126 -693.66
41300 -6492.61 337.06 175.27
41400 -6493.88 337.844 -1643
41500 -6493.66 337.695 -2063.1
41600 -6494.19 338.021 -727.322
41700 -6486.21 332.944 633.158
41800 -6484.5 331.858 -686.486
41900 -6485.87 332.725 -415.35
42000 -6487.35 333.686 1343.07
42100 -6496.85 339.763 -522.923
42200 -6495.18 338.667 -1392.56
42300 -6494.29 338.095 407.87
42400 -6511.07 348.875 2623.41
42500 -6505.07 345.036 576.558
42600 -6504.74 344.832 -662.483
42700 -6491.19 336.154 471.098
42800 -6502.8 343.559 -753.138
42900 -6501.36 342.614 -297.141
43000 -6488.32 334.272 569.821
43100 -6518.49 353.579 -1182.98
43200 -6509.36 347.753 -761.777
43300 -6501.06 342.451 -679.335
43400 -6503.15 343.77 -1806.02
43500 -6496.89 339.757 -3537.14
43600 -6501.99 343.053 -547.269
43700 -6494.29 338.132 1023.16
43800 -6494.3 338.121 -2246.35
43900 -6493.31 337.472 -2679.93
44000 -6501.39 342.676 -142.864
44100 -6497.87 340.438 -290.088
44200 -6492.86 337.215 -1655.77
44300 -6493.06 337.347 -703.843
44400 -6504.33 344.546 -1013.87
44500 -6502.26 343.208 -2845.21
44600 -6505.9 345.546 -2390.9
44700 -6496.98 339.831 -1693.35
44800 -6501.7 342.861 -600.686
44900 -6502.84 343.598 -1081.99
45000 -6490.51 335.728 -2122.12
45100 -6498.3 340.672 -2131.27
45200 -6497.87 340.412 -782.421
45300 -6503.87 344.259 1705.68
45400 -6494.01 337.962 -210.725
45500 -6504.04 344.366 -2323.46
45600 -6506.56 345.983 -1287.49
45700 -6496.86 339.795 -1536.08
45800 -6482.98 330.89 -2627.39
45900 -6490.11 335.466 -2251.05
46000 -6487.54 333.822 -1402.31
46100 -6491.31 336.225 -1997.88
46200 -6492.12 336.721 -1783.26
46300 -6489.58 335.099 -850.313
46400 -6498.08 340.552 -2013.92
46500 -6502.4 343.314 -2184.99
46600 -6502.4 343.315 159.089
46700 -6510.72 348.653 1587.18
46800 -6496.9 339.795 -179.041
46900 -6487 333.469 -448.531
47000 -6487.98 334.101 -1234.36
47100 -6488.42 334.388 -1629.57
47200 -6494.19 338.068 764.315
47300 -6502.39 343.295 -757.161
47400 -6492.41 336.923 -1356.13
47500 -6484.46 331.879 -1025.71
47600 -6501.61 342.819 -1203.68
47700 -6491.25 336.185 -774.702
47800 -6502.62 343.461 -530.134
47900 -6491.1 336.1 -473.615
48000 -6497.9 340.45 -667.384
48100 -6497.6 340.22 -370.98
48200 -6493.4 337.534 -1561.47
48300 -6496.91 339.763 -1515.89
48400 -6510.23 348.31 -225.266
48500 -6493.53 337.661 -1084.31
48600 -6492.6 337.042 -2714.76
48700 -6491.37 336.24 -3470.88
48800 -6499.5 341.445 -766.733
48900 -6489.39 335.007 -1204.24
49000 -6486.32 333.035 -3066.97
49100 -6489.19 334.878 -1617.42
49200 -6499.46 341.423 -1555.32
49300 -6486.18 332.92 -2773.77
49400 -6496.54 339.531 -1121.62
49500 -6488.83 334.634 -878.418
49600 -6495.5 338.864 -1884.9
49700 -6495.32 338.776 -3625.82
49800 -6483.06 330.97 -3242.5
49900 -6491.29 336.244 -3854.47
50000 -6493.37 337.545 -3076.48
50100 -6511.36 349.056 -2754.11
50200 -6505.35 345.21 -1403.55
50300 -6498.31 340.706 -2780.13
50400 -6490.83 335.941 -1644.04
50500 -6497.73 340.336 -733.245
50600 -6499.38 341.387 -700.037
50700 -6504.22 344.498 -1027.93
50800 -6495.29 338.789 -1041.61
50900 -6494.81 338.455 -839.642
51000 -6492.48 336.975 -195.524
51100 -6496.93 339.835 -10.3916
51200 -6491.61 336.462 -268.467
51300 -6499.06 341.245 -1546.57
51400 -6493.91 337.902 -1293.27
51500 -6499.22 341.296 -1381.12
51600 -6494.11 338.002 374.826
51700 -6490.65 335.817 -749.48
51800 -6495.38 338.855 -1408.44
51900 -6497.54 340.263 -930.874
52000 -6494.07 338.032 -1814.74
52100 -6493.14 337.392 -3298.88
52200 -6487.43 333.734 -3518.58
52300 -6495.72 339.027 -3127.7
52400 -6494.81 338.436 -4391.76
52500 -6491.89 336.601 -3961.39
52600 -6489.94 335.358 -4097.57
52700 -6494.6 338.339 -4777.5
52800 -6489.1 334.824 -5588.31
52900 -6490.66 335.807 -4211.88
53000 -6495.28 338.738 -3467.76
53100 -6493.64 337.688 -4371.86
53200 -6491.48 336.331 -4592.88
53300 -6491.52 336.361 -4697.46
53400 -6477.22 327.234 -3051.89
53500 -6499.7 341.613 -1972.35
53600 -6500.99 342.462 -3280.14
53700 -6490.75 335.903 -1601.09
53800 -6498.77 341.019 -2318.43
53900 -6501 342.396 -3255.37
54000 -6478.68 328.146 -3253.11
54100 -6493.41 337.572 -1717.78
54200 -6491.42 336.305 -1936.6
54300 -6499.82 341.679 -2987.31
54400 -6495.61 338.933 -1732.83
54500 -6493.61 337.691 -1277.13
54600 -6495.3 338.773 -970.371
54700 -6494.19 338.053 -1218.61
54800 -6495.95 339.174 -822.145
54900 -6497.6 340.236 88.294
55000 -6487.93 334.079 -2106.62
55100 -6501.3 342.631 -3313.61
55200 -6504.83 344.885 -2143.24
55300 -6490.4 335.639 -1463.24
55400 -6491.3 336.245 -2252.97
55500 -6498.51 340.852 -1372.86
55600 -6491.49 336.329 -1193.53
55700 -6486.14 332.889 -3366.54
55800 -6499.12 341.239 -2558.99
55900 -6506.69 346.058 -591.565
56000 -6505.75 345.459 -491.599
56100 -6500.4 342.029 -1050.53
56200 -6491.09 336.119 -462.951
56300 -6499.35 341.393 -1329.68
56400 -6481.95 330.238 -741.263
56500 -6486.26 333.008 60.975
56600 -6496.83 339.756 -1373.76
56700 -6495.43 338.859 -1830.87
56800 -6501.38 342.659 -3575.12
56900 -6495.24 338.719 -3622.03
57000 -6498.74 340.957 -2459.98
57100 -6497.63 340.237 -2384.44
57200 -6503.02 343.71 -1214.34
57300 -6506.34 345.836 -1105.72
57400 -6492.36 336.886 -1458.31
57500 -6506.56 345.961 -1957.11
57600 -6504.63 344.761 -2276.49
57700 -6493.65 337.738 -1776.51
57800 -6497.04 339.885 -1567.76
57900 -6505.34 345.222 -3218.73
58000 -6498.07 340.541 -2337.83
58100 -6496.74 339.724 -1797.13
58200 -6504.34 344.607 -741.403
58300 -6510.9 348.778 -241.49
58400 -6498.51 340.875 -1658.89
58500 -6495.2 338.736 -2902.94
58600 -6495.98 339.218 -1159.29
58700 -6500.76 342.293 -170.768
58800 -6498.92 341.107 -2727.89
58900 -6487.02 333.492 -4244.83
59000 -6498.33 340.746 -2262.48
59100 -6488.84 334.675 -2399.59
59200 -6489.02 334.794 -3581.71
59300 -6486.32 333.051 -2207.85
59400 -6484.54 331.934 -1784.72
59500 -6490.19 335.543 -1724.32
